,Student_ID,Attendance_Percent,Assignment_Score,Midterm_Score,Final_Exam_Score,Project_Score,Participation_Score,Overall_Score,Status
2895,STU202402896,87.16,93.88,37.41,43.49,76.34,91.63,64.61,Pass
2896,STU202402897,88.43,61.39,92.19,91.82,68.33,57.95,77.38,Pass
2897,STU202402898,60.57,57.95,80.2,62.9,59.58,47.51,63.08,Pass
2898,STU202402899,83.73,61.03,43.87,37.73,71.72,81.15,54.22,Pass
2899,STU202402900,89.92,69.54,73.76,62.0,52.67,63.95,65.03,Pass
2900,STU202402901,60.0,86.25,37.61,43.94,82.15,75.73,62.16,Pass
2901,STU202402902,89.07,87.17,80.32,63.85,100.0,75.84,79.6,Pass
2902,STU202402903,63.62,83.98,71.27,52.22,82.73,61.54,69.48,Pass
2903,STU202402904,68.39,42.84,57.23,68.37,91.77,65.02,62.94,Pass
2904,STU202402905,74.51,69.19,80.7,80.34,66.37,64.19,73.91,Pass
2905,STU202402906,84.4,58.77,54.37,56.44,70.27,84.36,61.47,Pass
2906,STU202402907,81.29,78.06,70.16,85.2,59.38,61.65,74.18,Pass
2907,STU202402908,86.33,85.5,87.93,100.0,82.58,71.58,88.51,Pass
2908,STU202402909,85.03,64.51,61.87,78.05,88.42,74.57,72.64,Pass
2909,STU202402910,96.7,100.0,50.89,30.3,66.76,78.6,62.14,Pass
2910,STU202402911,76.07,58.41,87.64,81.33,77.63,53.64,73.54,Pass
2911,STU202402912,71.45,79.98,70.0,57.59,55.54,68.45,66.45,Pass
2912,STU202402913,60.0,100.0,100.0,80.7,72.72,54.13,85.53,Pass
2913,STU202402914,68.98,85.77,77.34,52.18,63.91,58.69,68.02,Pass
2914,STU202402915,89.62,80.92,81.73,77.19,76.63,95.7,80.8,Pass
2915,STU202402916,92.24,69.44,74.54,90.5,82.66,84.53,80.27,Pass
2916,STU202402917,88.1,81.17,78.02,71.03,62.56,70.22,73.61,Pass
2917,STU202402918,95.16,63.72,78.97,84.57,57.39,79.43,73.65,Pass
2918,STU202402919,69.76,88.92,80.21,77.25,73.79,56.7,78.19,Pass
2919,STU202402920,75.01,61.14,47.89,62.89,74.11,60.56,60.9,Pass
2920,STU202402921,70.6,68.27,52.54,29.29,73.37,56.82,53.05,Pass
2921,STU202402922,91.97,59.41,79.91,78.12,58.49,80.05,71.05,Pass
2922,STU202402923,86.26,66.85,69.67,76.98,58.67,67.77,69.32,Pass
2923,STU202402924,71.58,65.13,54.26,78.0,78.08,54.8,67.73,Pass
2924,STU202402925,80.18,41.75,73.42,51.77,51.32,56.07,53.96,Pass
2925,STU202402926,89.57,72.5,97.05,100.0,58.99,79.74,84.36,Pass
2926,STU202402927,96.03,64.74,71.44,63.9,97.2,85.44,72.77,Pass
2927,STU202402928,86.05,52.36,75.59,72.62,67.63,71.99,67.34,Pass
2928,STU202402929,91.2,61.73,76.17,82.03,55.94,83.2,71.99,Pass
2929,STU202402930,94.27,77.42,57.01,70.31,58.02,64.22,66.98,Pass
2930,STU202402931,60.0,45.39,67.09,44.58,90.52,42.68,55.98,Pass
2931,STU202402932,86.58,69.59,30.4,44.63,65.55,74.97,54.2,Pass
2932,STU202402933,81.04,89.18,51.0,42.89,72.31,76.57,63.87,Pass
2933,STU202402934,82.69,65.51,66.58,65.6,68.62,68.35,66.5,Pass
2934,STU202402935,79.21,93.94,46.55,45.63,55.46,75.62,62.36,Pass
2935,STU202402936,73.62,88.14,67.63,45.66,54.62,70.45,64.5,Pass
2936,STU202402937,75.72,77.46,62.67,50.44,80.28,81.49,67.22,Pass
2937,STU202402938,60.0,71.64,91.82,86.83,59.02,50.4,76.22,Pass
2938,STU202402939,60.0,72.1,100.0,89.16,100.0,54.03,85.18,Pass
2939,STU202402940,72.98,79.35,66.99,51.99,55.2,67.65,63.88,Pass
2940,STU202402941,85.51,100.0,74.78,62.98,59.26,78.63,75.6,Pass
2941,STU202402942,70.58,79.51,89.78,81.84,80.86,48.26,79.34,Pass
2942,STU202402943,63.48,94.33,67.9,69.24,76.61,59.27,75.35,Pass
2943,STU202402944,60.78,54.61,75.57,78.46,91.69,59.24,71.98,Pass
2944,STU202402945,79.13,63.9,42.92,53.52,80.87,65.84,59.33,Pass
2945,STU202402946,81.35,72.25,77.3,78.47,89.74,87.82,79.31,Pass
2946,STU202402947,68.67,92.15,90.98,78.8,95.8,63.21,85.57,Pass
2947,STU202402948,89.4,45.13,47.88,59.72,70.93,71.1,56.52,Pass
2948,STU202402949,60.0,100.0,38.13,67.14,50.18,67.23,67.02,Pass
2949,STU202402950,86.05,72.0,91.29,98.63,93.93,73.36,87.27,Pass
2950,STU202402951,91.32,89.67,62.3,62.82,87.14,79.46,74.74,Pass
2951,STU202402952,74.37,71.76,53.95,43.33,81.75,66.89,60.68,Pass
2952,STU202402953,60.0,59.76,69.74,82.98,94.03,67.35,74.62,Pass
2953,STU202402954,75.58,97.7,58.16,31.7,73.95,63.63,63.02,Pass
2954,STU202402955,81.35,69.1,49.37,60.86,67.21,65.75,62.06,Pass
2955,STU202402956,88.76,61.13,40.56,55.15,89.16,67.73,60.09,Pass
2956,STU202402957,60.4,77.77,100.0,85.57,78.43,55.85,82.46,Pass
2957,STU202402958,91.02,80.94,98.0,88.55,72.07,79.42,85.15,Pass
2958,STU202402959,95.81,77.02,63.51,47.26,94.79,80.03,68.36,Pass
2959,STU202402960,60.0,78.24,100.0,72.39,92.37,53.46,80.48,Pass
2960,STU202402961,64.72,77.71,91.91,64.79,67.68,54.48,72.85,Pass
2961,STU202402962,73.21,90.5,67.12,51.38,56.01,78.36,67.7,Pass
2962,STU202402963,67.5,72.85,100.0,76.56,62.38,53.7,75.91,Pass
2963,STU202402964,73.2,62.28,31.2,41.6,67.34,50.52,49.44,Pass
2964,STU202402965,87.31,82.84,64.25,75.52,68.64,75.85,74.1,Pass
2965,STU202402966,60.0,35.03,99.68,100.0,78.53,71.6,77.63,Pass
2966,STU202402967,91.71,81.03,61.87,52.18,100.0,84.46,71.73,Pass
2967,STU202402968,70.78,94.61,89.13,77.57,88.17,68.41,84.82,Pass
2968,STU202402969,87.42,83.43,50.35,56.39,90.88,83.41,69.82,Pass
2969,STU202402970,60.0,48.17,56.1,47.99,74.62,51.99,54.05,Fail
2970,STU202402971,83.43,93.64,74.99,64.44,77.97,66.88,76.12,Pass
2971,STU202402972,97.4,63.72,79.92,93.26,81.67,83.05,80.45,Pass
2972,STU202402973,82.16,74.99,71.75,82.42,90.7,79.98,79.43,Pass
2973,STU202402974,60.0,91.36,60.56,77.18,87.64,52.0,76.45,Pass
2974,STU202402975,61.52,62.73,51.27,62.4,84.17,51.69,62.45,Pass
2975,STU202402976,62.19,74.08,100.0,95.18,66.66,56.79,82.75,Pass
2976,STU202402977,97.11,52.44,74.31,73.95,52.86,90.9,67.17,Pass
2977,STU202402978,98.33,69.21,87.9,96.92,90.53,86.96,86.24,Pass
2978,STU202402979,76.92,54.5,85.79,41.46,84.52,69.87,62.88,Pass
2979,STU202402980,69.71,79.25,59.49,47.56,66.8,55.06,61.51,Pass
2980,STU202402981,66.04,50.25,68.9,48.6,100.0,56.3,61.55,Pass
2981,STU202402982,78.34,70.65,54.16,49.31,64.02,60.96,58.99,Pass
2982,STU202402983,82.66,63.49,81.86,74.75,74.54,61.9,72.04,Pass
2983,STU202402984,97.18,61.26,65.18,62.38,71.82,74.73,65.31,Pass
2984,STU202402985,75.49,88.51,97.31,73.15,66.14,74.13,80.87,Pass
2985,STU202402986,89.94,55.89,39.05,50.46,68.32,80.74,55.24,Pass
2986,STU202402987,74.65,63.86,77.07,75.39,66.92,66.92,70.73,Pass
2987,STU202402988,84.61,74.88,100.0,91.34,65.6,66.47,82.61,Pass
2988,STU202402989,67.78,81.64,54.83,67.04,82.25,59.46,69.77,Pass
2989,STU202402990,80.06,44.91,70.92,60.06,86.13,73.23,63.67,Pass
2990,STU202402991,84.83,69.32,61.72,74.05,66.77,67.64,68.67,Pass
2991,STU202402992,88.33,83.35,84.17,74.63,68.49,74.56,77.79,Pass
2992,STU202402993,89.4,96.96,31.99,53.23,79.93,77.04,66.3,Pass
2993,STU202402994,87.93,72.48,46.37,45.24,78.14,88.45,61.53,Pass
2994,STU202402995,80.29,50.99,50.18,75.71,76.71,78.83,64.89,Pass
2995,STU202402996,85.95,71.81,83.88,81.38,77.59,90.17,79.8,Pass
2996,STU202402997,78.87,64.78,64.77,65.22,82.91,65.5,67.7,Pass
2997,STU202402998,86.06,77.1,56.57,44.39,89.34,79.69,65.28,Pass
2998,STU202402999,82.01,99.61,75.38,83.27,67.85,74.71,82.61,Pass
2999,STU202403000,86.41,54.41,72.05,55.21,79.39,84.16,64.9,Pass
3000,STU202403001,86.07,88.45,64.51,90.31,68.67,88.6,81.27,Pass
3001,STU202403002,68.66,85.55,59.06,69.23,49.19,54.55,66.8,Pass
3002,STU202403003,82.49,81.82,51.73,40.38,63.35,68.11,59.23,Pass
3003,STU202403004,87.61,75.93,93.71,83.79,98.26,63.44,83.94,Pass
3004,STU202403005,66.88,100.0,94.93,100.0,88.29,68.0,94.03,Pass
3005,STU202403006,86.78,91.35,44.4,51.48,48.87,68.93,61.39,Pass
3006,STU202403007,90.97,63.24,61.0,57.3,66.0,72.41,62.34,Pass
3007,STU202403008,85.66,72.74,76.16,74.43,72.78,79.05,74.57,Pass
3008,STU202403009,63.22,55.72,51.81,47.03,75.46,47.56,54.48,Pass
3009,STU202403010,69.61,92.81,81.38,89.84,67.7,53.64,81.95,Pass
3010,STU202403011,79.02,72.71,71.93,57.89,85.23,65.98,69.31,Pass
3011,STU202403012,98.37,43.13,83.01,79.99,94.82,84.07,74.01,Pass
3012,STU202403013,85.54,35.14,100.0,100.0,89.71,72.14,79.46,Pass
3013,STU202403014,76.22,63.63,37.97,48.45,67.89,69.72,55.19,Pass
3014,STU202403015,87.49,59.36,94.36,97.11,57.16,85.16,79.94,Pass
3015,STU202403016,77.03,65.35,58.58,57.89,82.84,73.44,65.19,Pass
3016,STU202403017,75.66,68.9,80.68,59.89,55.66,62.92,65.97,Pass
3017,STU202403018,81.91,91.45,78.12,80.78,84.55,67.42,82.14,Pass
3018,STU202403019,83.42,93.37,93.47,85.12,93.55,77.62,89.37,Pass
3019,STU202403020,96.22,100.0,69.94,55.46,81.73,80.55,75.94,Pass
3020,STU202403021,87.2,97.63,54.06,56.4,60.96,84.59,69.74,Pass
3021,STU202403022,63.6,81.44,73.23,57.24,62.25,59.41,67.46,Pass
3022,STU202403023,87.57,50.97,99.19,84.44,75.85,65.22,75.82,Pass
3023,STU202403024,96.65,84.03,75.15,97.48,98.1,83.9,88.39,Pass
3024,STU202403025,90.81,48.33,58.57,71.65,76.84,77.83,64.6,Pass
3025,STU202403026,83.9,76.98,66.08,72.17,60.47,75.46,70.73,Pass
3026,STU202403027,60.0,49.68,73.39,71.06,73.54,46.62,64.11,Pass
3027,STU202403028,92.99,100.0,70.98,80.18,100.0,69.26,85.18,Pass
3028,STU202403029,88.99,77.76,68.5,67.03,55.83,89.75,70.6,Pass
3029,STU202403030,60.0,68.91,86.56,55.43,92.61,50.72,70.13,Pass
3030,STU202403031,88.56,65.23,100.0,68.93,70.67,74.07,74.99,Pass
3031,STU202403032,67.36,71.47,85.99,70.01,81.29,46.63,72.93,Pass
3032,STU202403033,63.64,61.09,80.1,68.01,87.12,60.01,70.76,Pass
3033,STU202403034,80.11,67.08,87.49,77.8,65.32,57.25,73.13,Pass
3034,STU202403035,82.46,41.94,80.53,87.56,90.26,72.0,73.6,Pass
3035,STU202403036,73.6,58.19,71.51,72.58,81.4,68.06,69.64,Pass
3036,STU202403037,93.53,54.57,58.47,62.22,92.93,76.13,65.55,Pass
3037,STU202403038,85.86,79.81,58.47,46.85,80.26,79.99,65.74,Pass
3038,STU202403039,72.47,72.5,68.68,64.36,99.96,66.13,72.78,Pass
3039,STU202403040,90.72,85.0,74.16,62.05,53.6,81.27,70.87,Pass
3040,STU202403041,60.0,65.69,89.39,66.36,84.12,55.1,72.34,Pass
3041,STU202403042,72.83,73.7,66.99,28.37,78.68,66.04,58.74,Pass
3042,STU202403043,84.57,41.5,62.62,48.37,61.16,91.04,55.69,Pass
3043,STU202403044,76.44,85.66,73.82,90.23,91.96,66.88,83.73,Pass
3044,STU202403045,83.89,91.0,76.62,84.96,60.72,65.65,79.23,Pass
3045,STU202403046,69.93,81.76,58.47,49.84,84.32,61.99,65.93,Pass
3046,STU202403047,67.9,58.79,55.97,52.78,69.93,69.88,59.2,Pass
3047,STU202403048,88.73,80.31,80.5,100.0,100.0,69.14,88.09,Pass
3048,STU202403049,82.74,74.63,66.71,93.58,83.25,55.89,78.15,Pass
3049,STU202403050,89.56,42.6,90.14,81.67,83.58,57.39,71.45,Pass
3050,STU202403051,89.14,90.62,73.92,78.33,96.58,77.68,83.19,Pass
3051,STU202403052,96.61,55.99,67.63,69.16,75.4,78.17,67.4,Pass
3052,STU202403053,75.93,80.63,47.7,49.85,81.87,76.09,64.54,Pass
3053,STU202403054,63.05,72.43,69.07,69.76,58.11,57.56,67.32,Pass
3054,STU202403055,81.32,92.21,51.24,63.31,75.74,83.42,72.0,Pass
3055,STU202403056,60.0,59.04,45.85,65.14,76.26,44.47,59.36,Pass
3056,STU202403057,88.81,64.42,96.11,86.61,50.59,78.02,76.7,Pass
3057,STU202403058,90.23,82.34,60.16,64.86,81.12,83.77,72.62,Pass
3058,STU202403059,67.02,63.04,84.98,60.81,93.04,62.35,71.19,Pass
3059,STU202403060,92.44,93.35,48.98,44.48,86.49,83.68,67.82,Pass
3060,STU202403061,60.0,60.64,56.12,36.94,91.88,59.29,57.18,Pass
3061,STU202403062,80.64,80.82,54.51,63.39,84.1,60.93,68.83,Pass
3062,STU202403063,84.86,71.94,81.26,66.9,75.83,65.44,72.23,Pass
3063,STU202403064,97.51,62.14,76.96,68.78,51.51,83.92,67.68,Pass
3064,STU202403065,73.46,91.76,45.09,53.09,63.71,82.41,65.68,Pass
3065,STU202403066,60.77,56.21,43.44,54.68,76.34,52.03,55.8,Pass
3066,STU202403067,93.64,79.97,77.59,48.71,67.91,84.86,68.8,Pass
3067,STU202403068,89.17,34.55,92.48,85.12,63.13,77.04,69.84,Pass
3068,STU202403069,93.6,76.84,91.59,75.22,100.0,84.35,83.53,Pass
3069,STU202403070,83.91,90.33,54.93,68.53,93.72,74.44,75.63,Pass
3070,STU202403071,76.86,69.77,61.12,57.83,100.0,62.53,68.27,Pass
3071,STU202403072,61.55,75.18,77.45,64.13,68.2,62.92,70.05,Pass
3072,STU202403073,79.89,97.59,78.72,85.92,73.91,72.8,84.28,Pass
3073,STU202403074,70.51,87.86,72.51,56.92,69.91,77.17,71.75,Pass
3074,STU202403075,92.72,38.61,61.45,55.71,50.21,84.08,54.6,Fail
3075,STU202403076,97.7,63.83,76.56,59.82,80.56,72.95,68.59,Pass
3076,STU202403077,93.87,67.7,70.95,61.96,68.98,86.27,68.68,Pass
3077,STU202403078,86.41,76.69,71.62,88.16,68.38,81.85,78.39,Pass
3078,STU202403079,85.07,71.04,84.08,60.91,64.96,77.81,70.37,Pass
3079,STU202403080,83.61,64.15,88.02,74.76,74.22,84.35,75.64,Pass
3080,STU202403081,77.9,63.16,74.28,79.01,85.11,54.46,72.56,Pass
3081,STU202403082,64.27,50.41,73.33,66.32,62.77,71.91,63.77,Pass
3082,STU202403083,70.41,56.87,65.19,68.81,70.54,66.53,65.13,Pass
3083,STU202403084,90.47,84.61,70.37,60.82,71.68,86.18,72.84,Pass
3084,STU202403085,60.0,56.28,81.67,72.72,73.26,50.57,68.26,Pass
3085,STU202403086,78.59,59.97,76.9,68.06,64.17,55.77,65.99,Pass
3086,STU202403087,60.0,50.13,58.23,57.71,82.03,55.9,59.39,Pass
3087,STU202403088,98.39,77.76,57.28,73.45,75.17,84.96,72.7,Pass
3088,STU202403089,81.92,86.4,56.71,51.75,71.46,61.74,65.36,Pass
3089,STU202403090,94.47,89.44,88.68,81.93,80.29,85.89,85.31,Pass
3090,STU202403091,89.17,66.16,38.12,59.39,73.39,80.27,61.02,Pass
3091,STU202403092,82.86,71.03,43.6,57.78,64.26,85.21,61.97,Pass
3092,STU202403093,79.03,72.43,56.93,55.92,78.63,70.82,65.15,Pass
3093,STU202403094,72.54,65.72,81.57,90.14,76.67,76.14,78.9,Pass
3094,STU202403095,77.85,76.95,63.19,64.85,49.77,69.8,65.78,Pass
3095,STU202403096,89.17,88.97,53.12,67.32,87.92,78.81,74.13,Pass
3096,STU202403097,81.32,86.94,74.39,63.29,58.81,77.6,72.18,Pass
3097,STU202403098,97.29,69.48,75.32,77.22,75.03,84.67,75.32,Pass
3098,STU202403099,87.46,63.98,82.16,82.37,69.86,70.18,74.64,Pass
3099,STU202403100,60.0,54.72,92.54,71.33,77.24,46.34,69.8,Pass
3100,STU202403101,60.0,45.94,90.17,95.39,68.35,49.94,73.38,Pass
3101,STU202403102,76.48,80.17,78.0,85.35,78.76,71.78,80.24,Pass
3102,STU202403103,65.0,71.99,66.48,58.42,92.0,63.51,68.97,Pass
3103,STU202403104,75.54,72.13,75.75,53.48,68.51,78.02,67.3,Pass
3104,STU202403105,80.89,100.0,60.62,59.25,69.93,71.27,72.51,Pass
3105,STU202403106,80.91,95.81,84.04,74.23,65.89,74.87,80.4,Pass
3106,STU202403107,60.0,72.65,59.06,53.22,79.12,63.83,64.19,Pass
3107,STU202403108,62.71,75.13,54.37,51.98,71.61,47.77,60.77,Pass
3108,STU202403109,78.64,55.36,85.11,86.03,76.55,61.94,74.35,Pass
3109,STU202403110,79.89,81.68,42.06,69.44,59.79,79.27,66.56,Pass
3110,STU202403111,81.26,75.44,57.24,68.73,75.75,64.58,68.75,Pass
3111,STU202403112,86.52,58.76,78.81,87.31,51.77,69.97,71.41,Pass
3112,STU202403113,67.71,75.74,66.45,64.93,81.61,67.72,70.72,Pass
3113,STU202403114,79.18,87.63,65.7,45.98,66.46,59.57,64.77,Pass
3114,STU202403115,65.91,100.0,49.09,47.84,69.8,52.81,64.92,Pass
3115,STU202403116,89.88,49.31,50.53,46.63,76.63,77.21,55.64,Pass
3116,STU202403117,88.16,54.83,64.72,75.65,61.25,71.07,65.64,Pass
3117,STU202403118,89.29,70.5,40.96,24.37,61.64,64.57,48.83,Pass
3118,STU202403119,76.0,75.45,67.83,67.53,100.0,67.32,74.42,Pass
3119,STU202403120,68.49,97.22,88.45,76.23,74.79,66.8,82.76,Pass
3120,STU202403121,65.09,90.43,86.87,81.46,87.07,51.78,82.66,Pass
3121,STU202403122,87.61,40.89,77.6,60.11,66.46,74.72,61.22,Pass
3122,STU202403123,78.46,65.66,71.45,81.85,72.69,79.7,74.13,Pass
3123,STU202403124,64.61,49.22,66.51,67.04,65.47,63.75,61.91,Pass
3124,STU202403125,60.0,52.42,69.02,52.9,92.98,48.94,61.62,Pass
3125,STU202403126,87.53,80.75,52.71,44.86,78.35,85.28,64.47,Pass
3126,STU202403127,87.33,74.1,57.83,54.54,70.28,79.77,64.97,Pass
3127,STU202403128,79.61,96.9,40.9,55.95,81.87,68.24,68.29,Pass
3128,STU202403129,98.13,50.88,83.16,65.77,66.31,88.56,67.89,Pass
3129,STU202403130,78.38,71.62,66.13,71.94,57.92,64.06,67.81,Pass
3130,STU202403131,76.76,63.89,100.0,84.47,89.84,68.25,81.61,Pass
3131,STU202403132,91.89,95.61,58.41,77.89,71.91,76.45,77.38,Pass
3132,STU202403133,82.03,58.53,67.86,58.68,79.86,81.4,65.93,Pass
3133,STU202403134,76.61,75.25,79.46,72.01,71.45,60.13,73.04,Pass
3134,STU202403135,77.42,51.13,74.81,80.42,80.2,73.42,71.24,Pass
3135,STU202403136,63.75,93.72,66.68,54.91,49.71,58.21,66.51,Pass
3136,STU202403137,80.03,99.56,96.77,72.0,64.66,65.02,82.05,Pass
3137,STU202403138,80.68,61.54,52.94,42.85,51.35,62.65,52.79,Pass
3138,STU202403139,85.04,59.74,78.31,79.03,96.65,82.56,77.06,Pass
3139,STU202403140,81.78,75.96,60.95,44.22,76.94,77.38,63.73,Pass
3140,STU202403141,95.36,59.73,65.76,67.89,70.72,68.28,65.89,Pass
3141,STU202403142,72.69,89.2,72.19,59.93,64.01,70.77,71.4,Pass
3142,STU202403143,78.81,78.84,65.96,56.26,89.67,58.75,69.11,Pass
3143,STU202403144,84.95,91.01,65.31,41.51,98.07,77.44,70.72,Pass
3144,STU202403145,85.28,55.79,43.13,49.65,79.28,54.97,54.86,Fail
3145,STU202403146,96.27,51.36,82.5,65.54,78.09,63.54,67.07,Pass
3146,STU202403147,76.74,77.48,42.99,48.19,78.55,71.87,61.39,Pass
3147,STU202403148,87.64,97.35,91.14,77.23,68.26,89.21,84.89,Pass
3148,STU202403149,70.25,57.96,66.3,85.53,72.96,75.55,71.91,Pass
3149,STU202403150,88.7,78.92,82.98,63.8,51.32,75.32,70.7,Pass
3150,STU202403151,85.09,62.06,28.72,48.28,61.72,81.53,53.15,Pass
3151,STU202403152,95.1,87.88,67.39,61.29,79.86,81.15,73.93,Pass
3152,STU202403153,85.43,58.74,67.79,72.67,71.79,77.28,68.54,Pass
3153,STU202403154,80.83,76.13,53.7,55.0,90.58,68.86,66.75,Pass
3154,STU202403155,81.9,88.81,81.94,95.49,59.43,78.77,84.03,Pass
3155,STU202403156,84.26,51.84,57.94,59.05,89.01,80.26,63.64,Pass
3156,STU202403157,73.73,81.03,53.78,58.48,67.34,69.78,65.64,Pass
3157,STU202403158,73.92,66.64,62.17,76.57,66.97,55.63,67.67,Pass
3158,STU202403159,85.79,84.71,83.47,70.77,66.97,80.79,77.23,Pass
3159,STU202403160,84.29,77.53,72.4,80.82,65.34,76.24,75.53,Pass
3160,STU202403161,90.61,65.73,74.31,83.91,83.13,81.05,77.05,Pass
3161,STU202403162,60.0,70.59,80.25,66.5,67.77,26.23,66.44,Pass
3162,STU202403163,77.87,44.44,64.53,73.38,50.85,53.66,59.02,Pass
3163,STU202403164,82.18,85.05,84.77,64.34,78.95,78.53,77.22,Pass
3164,STU202403165,88.09,100.0,74.09,71.98,79.54,91.78,82.52,Pass
3165,STU202403166,86.94,63.85,81.51,66.04,73.46,68.72,69.97,Pass
3166,STU202403167,76.31,71.43,55.41,57.43,75.63,67.23,64.24,Pass
3167,STU202403168,87.76,95.59,69.56,74.96,74.49,54.84,76.95,Pass
3168,STU202403169,83.8,45.08,83.35,88.52,84.02,70.49,74.15,Pass
3169,STU202403170,73.28,79.55,97.58,55.54,93.82,64.58,76.6,Pass
3170,STU202403171,69.05,97.11,85.02,65.55,59.78,58.14,75.73,Pass
3171,STU202403172,88.67,62.55,85.77,92.74,99.5,87.97,84.34,Pass
3172,STU202403173,86.54,63.87,42.78,50.67,93.06,77.67,61.45,Pass
3173,STU202403174,82.59,91.93,63.19,62.54,71.27,68.13,71.88,Pass
3174,STU202403175,94.23,55.63,78.06,83.75,78.89,84.91,74.97,Pass
3175,STU202403176,78.91,84.93,45.82,23.08,92.0,78.84,59.0,Pass
3176,STU202403177,88.66,77.63,75.18,58.16,83.74,67.38,71.19,Pass
3177,STU202403178,60.21,89.03,62.09,74.13,82.57,49.45,74.25,Pass
3178,STU202403179,86.29,70.09,62.97,42.61,89.4,62.01,62.51,Pass
3179,STU202403180,78.27,95.04,69.17,66.93,55.4,67.69,72.75,Pass
3180,STU202403181,78.95,66.23,74.35,44.87,63.35,72.25,61.62,Pass
3181,STU202403182,61.69,49.9,81.15,67.22,73.14,50.97,64.94,Pass
3182,STU202403183,74.65,48.89,48.61,67.7,88.62,77.24,63.27,Pass
3183,STU202403184,67.69,55.62,85.01,53.68,98.12,69.08,68.64,Pass
3184,STU202403185,87.14,82.14,79.39,68.8,83.86,68.38,76.47,Pass
3185,STU202403186,80.39,60.73,63.51,73.76,68.35,62.96,66.56,Pass
3186,STU202403187,88.47,71.72,85.15,65.73,74.15,65.32,72.33,Pass
3187,STU202403188,76.84,73.36,37.97,51.72,65.59,65.01,57.79,Pass
3188,STU202403189,93.17,60.38,70.97,89.37,67.72,92.12,75.47,Pass
3189,STU202403190,70.23,74.34,57.98,68.51,65.51,56.74,66.24,Pass
3190,STU202403191,99.78,86.11,49.19,57.05,82.2,89.06,69.72,Pass
3191,STU202403192,72.4,72.54,41.29,69.03,80.55,65.67,65.75,Pass
3192,STU202403193,92.95,85.78,79.37,74.38,88.8,65.75,79.53,Pass
3193,STU202403194,94.53,66.34,77.21,69.72,78.05,87.82,73.43,Pass
3194,STU202403195,86.99,75.98,89.58,66.08,69.96,71.6,74.39,Pass
3195,STU202403196,62.91,73.46,79.97,83.18,81.46,54.16,76.95,Pass
3196,STU202403197,67.4,88.11,62.71,87.14,90.74,61.88,80.51,Pass
3197,STU202403198,94.54,78.37,100.0,59.37,83.2,78.64,77.75,Pass
3198,STU202403199,75.99,62.37,86.27,66.67,92.52,75.85,74.31,Pass
3199,STU202403200,78.71,79.32,47.29,52.36,78.5,64.99,63.27,Pass
3200,STU202403201,93.01,57.66,65.67,53.91,56.48,81.71,60.36,Pass
3201,STU202403202,60.0,78.06,72.08,77.83,86.07,61.0,76.29,Pass
3202,STU202403203,85.7,71.54,63.27,70.38,85.51,65.99,71.08,Pass
3203,STU202403204,90.89,74.25,100.0,89.85,97.16,78.92,87.98,Pass
3204,STU202403205,79.47,71.4,62.78,84.71,64.88,63.12,71.86,Pass
3205,STU202403206,72.77,62.87,61.04,65.51,78.13,69.49,66.25,Pass
3206,STU202403207,75.78,61.01,81.34,67.35,77.5,48.28,68.18,Pass
3207,STU202403208,72.72,88.21,70.17,53.31,72.03,76.24,70.51,Pass
3208,STU202403209,90.68,100.0,64.0,69.13,56.52,74.4,74.46,Pass
3209,STU202403210,80.26,76.06,100.0,71.53,70.54,72.35,78.29,Pass
3210,STU202403211,60.0,72.48,95.65,91.29,71.82,58.87,81.3,Pass
3211,STU202403212,80.21,53.58,42.62,44.83,69.54,66.96,52.49,Pass
3212,STU202403213,73.49,45.61,100.0,60.49,80.29,61.23,67.72,Pass
3213,STU202403214,90.9,47.88,64.78,76.05,95.57,80.1,70.09,Pass
3214,STU202403215,84.13,79.96,88.42,84.89,84.73,83.78,84.23,Pass
3215,STU202403216,80.34,45.37,100.0,94.58,64.29,74.95,76.85,Pass
3216,STU202403217,81.13,81.88,82.58,55.9,88.29,68.42,73.84,Pass
3217,STU202403218,88.99,55.54,100.0,100.0,89.76,87.56,86.1,Pass
3218,STU202403219,65.29,74.39,83.36,97.31,82.73,74.24,84.3,Pass
3219,STU202403220,85.53,65.89,79.32,60.87,96.3,72.58,72.3,Pass
3220,STU202403221,90.8,56.09,86.17,81.4,72.92,80.77,74.69,Pass
3221,STU202403222,84.86,51.23,45.72,47.74,100.0,77.22,58.99,Pass
3222,STU202403223,73.33,46.15,64.32,58.66,78.67,78.77,61.68,Pass
3223,STU202403224,77.71,55.77,48.72,57.5,45.03,74.71,55.16,Pass
3224,STU202403225,79.34,100.0,64.79,56.82,100.0,78.03,77.81,Pass
3225,STU202403226,84.06,91.56,76.09,68.59,60.0,88.64,76.55,Pass
3226,STU202403227,98.86,74.73,65.35,87.99,73.73,86.02,77.81,Pass
3227,STU202403228,70.81,66.5,65.41,48.81,69.41,69.72,61.73,Pass
3228,STU202403229,60.0,63.2,43.58,55.21,71.42,59.34,57.73,Pass
3229,STU202403230,77.07,73.65,58.56,87.7,74.95,68.37,74.51,Pass
3230,STU202403231,78.87,63.44,98.03,84.43,87.59,59.39,79.87,Pass
3231,STU202403232,89.12,63.34,57.98,68.4,80.98,68.7,66.97,Pass
3232,STU202403233,89.94,79.3,61.8,52.98,74.91,65.55,65.87,Pass
3233,STU202403234,91.67,56.86,72.2,57.83,69.15,82.26,64.6,Pass
